"","RegYear","ASAB","AllAgesCounts","AgeGroup","Counts"
"1613",2003,"Female",32,"70-74",NA
"1614",2003,"Female",32,"75-79",NA
"1615",2003,"Female",32,"80-84",NA
"1616",2003,"Female",32,"85+",NA
"1617",2003,"TOTAL",144,"Under 15",1
"1618",2003,"TOTAL",144,"15-19",5
"1619",2003,"TOTAL",144,"20-24",18
"1620",2003,"TOTAL",144,"25-29",15
"1621",2003,"TOTAL",144,"30-34",18
"1622",2003,"TOTAL",144,"35-39",18
"1623",2003,"TOTAL",144,"40-44",17
"1624",2003,"TOTAL",144,"45-49",20
"1625",2003,"TOTAL",144,"50-54",9
"1626",2003,"TOTAL",144,"55-59",6
"1627",2003,"TOTAL",144,"60-64",6
"1628",2003,"TOTAL",144,"65-69",5
"1629",2003,"TOTAL",144,"70-74",2
"1630",2003,"TOTAL",144,"75-79",1
"1631",2003,"TOTAL",144,"80-84",3
"1632",2003,"TOTAL",144,"85+",0
"1633",2004,"Male",105,"Under 15",NA
"1634",2004,"Male",105,"15-19",7
"1635",2004,"Male",105,"20-24",12
"1636",2004,"Male",105,"25-29",5
"1637",2004,"Male",105,"30-34",13
"1638",2004,"Male",105,"35-39",16
"1639",2004,"Male",105,"40-44",10
"1640",2004,"Male",105,"45-49",17
"1641",2004,"Male",105,"50-54",7
"1642",2004,"Male",105,"55-59",5
"1643",2004,"Male",105,"60-64",5
"1644",2004,"Male",105,"65-69",3
"1645",2004,"Male",105,"70-74",1
"1646",2004,"Male",105,"75-79",2
"1647",2004,"Male",105,"80-84",1
"1648",2004,"Male",105,"85+",1
"1649",2004,"Female",41,"Under 15",NA
"1650",2004,"Female",41,"15-19",2
"1651",2004,"Female",41,"20-24",3
"1652",2004,"Female",41,"25-29",5
"1653",2004,"Female",41,"30-34",5
"1654",2004,"Female",41,"35-39",4
"1655",2004,"Female",41,"40-44",3
"1656",2004,"Female",41,"45-49",3
"1657",2004,"Female",41,"50-54",6
"1658",2004,"Female",41,"55-59",2
"1659",2004,"Female",41,"60-64",3
"1660",2004,"Female",41,"65-69",3
"1661",2004,"Female",41,"70-74",1
"1662",2004,"Female",41,"75-79",1
"1663",2004,"Female",41,"80-84",NA
"1664",2004,"Female",41,"85+",NA
"1665",2004,"TOTAL",146,"Under 15",0
"1666",2004,"TOTAL",146,"15-19",9
"1667",2004,"TOTAL",146,"20-24",15
"1668",2004,"TOTAL",146,"25-29",10
"1669",2004,"TOTAL",146,"30-34",18
"1670",2004,"TOTAL",146,"35-39",20
"1671",2004,"TOTAL",146,"40-44",13
"1672",2004,"TOTAL",146,"45-49",20
"1673",2004,"TOTAL",146,"50-54",13
"1674",2004,"TOTAL",146,"55-59",7
"1675",2004,"TOTAL",146,"60-64",8
"1676",2004,"TOTAL",146,"65-69",6
"1677",2004,"TOTAL",146,"70-74",2
"1678",2004,"TOTAL",146,"75-79",3
"1679",2004,"TOTAL",146,"80-84",1
"1680",2004,"TOTAL",146,"85+",1
"1681",2005,"Male",167,"Under 15",2
"1682",2005,"Male",167,"15-19",15
"1683",2005,"Male",167,"20-24",15
"1684",2005,"Male",167,"25-29",17
"1685",2005,"Male",167,"30-34",19
"1686",2005,"Male",167,"35-39",19
"1687",2005,"Male",167,"40-44",20
"1688",2005,"Male",167,"45-49",12
"1689",2005,"Male",167,"50-54",19
"1690",2005,"Male",167,"55-59",7
"1691",2005,"Male",167,"60-64",11
"1692",2005,"Male",167,"65-69",5
"1693",2005,"Male",167,"70-74",3
"1694",2005,"Male",167,"75-79",1
"1695",2005,"Male",167,"80-84",2
"1696",2005,"Male",167,"85+",NA
"1697",2005,"Female",46,"Under 15",NA
"1698",2005,"Female",46,"15-19",2
"1699",2005,"Female",46,"20-24",1
"1700",2005,"Female",46,"25-29",2
"1701",2005,"Female",46,"30-34",6
"1702",2005,"Female",46,"35-39",3
"1703",2005,"Female",46,"40-44",3
"1704",2005,"Female",46,"45-49",5
"1705",2005,"Female",46,"50-54",4
"1706",2005,"Female",46,"55-59",9
"1707",2005,"Female",46,"60-64",4
"1708",2005,"Female",46,"65-69",1
"1709",2005,"Female",46,"70-74",3
"1710",2005,"Female",46,"75-79",2
"1711",2005,"Female",46,"80-84",1
"1712",2005,"Female",46,"85+",NA
"1713",2005,"TOTAL",213,"Under 15",2
"1714",2005,"TOTAL",213,"15-19",17
"1715",2005,"TOTAL",213,"20-24",16
"1716",2005,"TOTAL",213,"25-29",19
"1717",2005,"TOTAL",213,"30-34",25
"1718",2005,"TOTAL",213,"35-39",22
"1719",2005,"TOTAL",213,"40-44",23
"1720",2005,"TOTAL",213,"45-49",17
"1721",2005,"TOTAL",213,"50-54",23
"1722",2005,"TOTAL",213,"55-59",16
"1723",2005,"TOTAL",213,"60-64",15
"1724",2005,"TOTAL",213,"65-69",6
"1725",2005,"TOTAL",213,"70-74",6
"1726",2005,"TOTAL",213,"75-79",3
"1727",2005,"TOTAL",213,"80-84",3
"1728",2005,"TOTAL",213,"85+",0
"1729",2006,"Male",227,"Under 15",1
"1730",2006,"Male",227,"15-19",17
"1731",2006,"Male",227,"20-24",28
"1732",2006,"Male",227,"25-29",24
"1733",2006,"Male",227,"30-34",24
"1734",2006,"Male",227,"35-39",26
"1735",2006,"Male",227,"40-44",26
"1736",2006,"Male",227,"45-49",27
"1737",2006,"Male",227,"50-54",19
"1738",2006,"Male",227,"55-59",13
"1739",2006,"Male",227,"60-64",12
"1740",2006,"Male",227,"65-69",4
"1741",2006,"Male",227,"70-74",3
"1742",2006,"Male",227,"75-79",1
"1743",2006,"Male",227,"80-84",2
"1744",2006,"Male",227,"85+",NA
"1745",2006,"Female",64,"Under 15",2
"1746",2006,"Female",64,"15-19",6
"1747",2006,"Female",64,"20-24",6
"1748",2006,"Female",64,"25-29",4
"1749",2006,"Female",64,"30-34",3
"1750",2006,"Female",64,"35-39",12
"1751",2006,"Female",64,"40-44",5
"1752",2006,"Female",64,"45-49",5
"1753",2006,"Female",64,"50-54",10
"1754",2006,"Female",64,"55-59",3
"1755",2006,"Female",64,"60-64",4
"1756",2006,"Female",64,"65-69",2
"1757",2006,"Female",64,"70-74",NA
"1758",2006,"Female",64,"75-79",1
"1759",2006,"Female",64,"80-84",NA
"1760",2006,"Female",64,"85+",1
"1761",2006,"TOTAL",291,"Under 15",3
"1762",2006,"TOTAL",291,"15-19",23
"1763",2006,"TOTAL",291,"20-24",34
"1764",2006,"TOTAL",291,"25-29",28
"1765",2006,"TOTAL",291,"30-34",27
"1766",2006,"TOTAL",291,"35-39",38
"1767",2006,"TOTAL",291,"40-44",31
"1768",2006,"TOTAL",291,"45-49",32
"1769",2006,"TOTAL",291,"50-54",29
"1770",2006,"TOTAL",291,"55-59",16
"1771",2006,"TOTAL",291,"60-64",16
"1772",2006,"TOTAL",291,"65-69",6
"1773",2006,"TOTAL",291,"70-74",3
"1774",2006,"TOTAL",291,"75-79",2
"1775",2006,"TOTAL",291,"80-84",2
"1776",2006,"TOTAL",291,"85+",1
"1777",2007,"Male",175,"Under 15",3
"1778",2007,"Male",175,"15-19",11
"1779",2007,"Male",175,"20-24",18
"1780",2007,"Male",175,"25-29",14
"1781",2007,"Male",175,"30-34",16
"1782",2007,"Male",175,"35-39",21
"1783",2007,"Male",175,"40-44",20
"1784",2007,"Male",175,"45-49",22
"1785",2007,"Male",175,"50-54",12
"1786",2007,"Male",175,"55-59",15
"1787",2007,"Male",175,"60-64",6
"1788",2007,"Male",175,"65-69",7
"1789",2007,"Male",175,"70-74",1
"1790",2007,"Male",175,"75-79",8
"1791",2007,"Male",175,"80-84",NA
"1792",2007,"Male",175,"85+",1
"1793",2007,"Female",67,"Under 15",1
"1794",2007,"Female",67,"15-19",2
"1795",2007,"Female",67,"20-24",6
"1796",2007,"Female",67,"25-29",6
"1797",2007,"Female",67,"30-34",7
"1798",2007,"Female",67,"35-39",3
"1799",2007,"Female",67,"40-44",8
"1800",2007,"Female",67,"45-49",8
"1801",2007,"Female",67,"50-54",9
"1802",2007,"Female",67,"55-59",7
"1803",2007,"Female",67,"60-64",2
"1804",2007,"Female",67,"65-69",6
"1805",2007,"Female",67,"70-74",1
"1806",2007,"Female",67,"75-79",1
"1807",2007,"Female",67,"80-84",NA
"1808",2007,"Female",67,"85+",NA
"1809",2007,"TOTAL",242,"Under 15",4
"1810",2007,"TOTAL",242,"15-19",13
"1811",2007,"TOTAL",242,"20-24",24
"1812",2007,"TOTAL",242,"25-29",20
"1813",2007,"TOTAL",242,"30-34",23
"1814",2007,"TOTAL",242,"35-39",24
"1815",2007,"TOTAL",242,"40-44",28
"1816",2007,"TOTAL",242,"45-49",30
"1817",2007,"TOTAL",242,"50-54",21
"1818",2007,"TOTAL",242,"55-59",22
"1819",2007,"TOTAL",242,"60-64",8
"1820",2007,"TOTAL",242,"65-69",13
"1821",2007,"TOTAL",242,"70-74",2
"1822",2007,"TOTAL",242,"75-79",9
"1823",2007,"TOTAL",242,"80-84",0
"1824",2007,"TOTAL",242,"85+",1
"1825",2008,"Male",218,"Under 15",1
"1826",2008,"Male",218,"15-19",24
"1827",2008,"Male",218,"20-24",14
"1828",2008,"Male",218,"25-29",33
"1829",2008,"Male",218,"30-34",17
"1830",2008,"Male",218,"35-39",25
"1831",2008,"Male",218,"40-44",30
"1832",2008,"Male",218,"45-49",21
"1833",2008,"Male",218,"50-54",17
"1834",2008,"Male",218,"55-59",11
"1835",2008,"Male",218,"60-64",8
"1836",2008,"Male",218,"65-69",8
"1837",2008,"Male",218,"70-74",3
"1838",2008,"Male",218,"75-79",2
"1839",2008,"Male",218,"80-84",4
"1840",2008,"Male",218,"85+",NA
"1841",2008,"Female",64,"Under 15",2
"1842",2008,"Female",64,"15-19",5
"1843",2008,"Female",64,"20-24",2
"1844",2008,"Female",64,"25-29",8
"1845",2008,"Female",64,"30-34",2
"1846",2008,"Female",64,"35-39",8
"1847",2008,"Female",64,"40-44",12
"1848",2008,"Female",64,"45-49",7
"1849",2008,"Female",64,"50-54",5
"1850",2008,"Female",64,"55-59",2
"1851",2008,"Female",64,"60-64",6
"1852",2008,"Female",64,"65-69",1
"1853",2008,"Female",64,"70-74",2
"1854",2008,"Female",64,"75-79",1
"1855",2008,"Female",64,"80-84",1
"1856",2008,"Female",64,"85+",NA
"1857",2008,"TOTAL",282,"Under 15",3
"1858",2008,"TOTAL",282,"15-19",29
"1859",2008,"TOTAL",282,"20-24",16
"1860",2008,"TOTAL",282,"25-29",41
"1861",2008,"TOTAL",282,"30-34",19
"1862",2008,"TOTAL",282,"35-39",33
"1863",2008,"TOTAL",282,"40-44",42
"1864",2008,"TOTAL",282,"45-49",28
"1865",2008,"TOTAL",282,"50-54",22
"1866",2008,"TOTAL",282,"55-59",13
"1867",2008,"TOTAL",282,"60-64",14
"1868",2008,"TOTAL",282,"65-69",9
"1869",2008,"TOTAL",282,"70-74",5
"1870",2008,"TOTAL",282,"75-79",3
"1871",2008,"TOTAL",282,"80-84",5
"1872",2008,"TOTAL",282,"85+",0
"1873",2009,"Male",205,"Under 15",1
"1874",2009,"Male",205,"15-19",9
"1875",2009,"Male",205,"20-24",25
"1876",2009,"Male",205,"25-29",27
"1877",2009,"Male",205,"30-34",24
"1878",2009,"Male",205,"35-39",25
"1879",2009,"Male",205,"40-44",22
"1880",2009,"Male",205,"45-49",22
"1881",2009,"Male",205,"50-54",15
"1882",2009,"Male",205,"55-59",13
"1883",2009,"Male",205,"60-64",6
"1884",2009,"Male",205,"65-69",9
"1885",2009,"Male",205,"70-74",2
"1886",2009,"Male",205,"75-79",2
"1887",2009,"Male",205,"80-84",3
"1888",2009,"Male",205,"85+",NA
"1889",2009,"Female",55,"Under 15",NA
"1890",2009,"Female",55,"15-19",5
"1891",2009,"Female",55,"20-24",2
"1892",2009,"Female",55,"25-29",6
"1893",2009,"Female",55,"30-34",2
"1894",2009,"Female",55,"35-39",4
"1895",2009,"Female",55,"40-44",12
"1896",2009,"Female",55,"45-49",10
"1897",2009,"Female",55,"50-54",5
"1898",2009,"Female",55,"55-59",3
"1899",2009,"Female",55,"60-64",2
"1900",2009,"Female",55,"65-69",1
"1901",2009,"Female",55,"70-74",1
"1902",2009,"Female",55,"75-79",2
"1903",2009,"Female",55,"80-84",NA
"1904",2009,"Female",55,"85+",NA
"1905",2009,"TOTAL",260,"Under 15",1
"1906",2009,"TOTAL",260,"15-19",14
"1907",2009,"TOTAL",260,"20-24",27
"1908",2009,"TOTAL",260,"25-29",33
"1909",2009,"TOTAL",260,"30-34",26
"1910",2009,"TOTAL",260,"35-39",29
"1911",2009,"TOTAL",260,"40-44",34
"1912",2009,"TOTAL",260,"45-49",32
"1913",2009,"TOTAL",260,"50-54",20
"1914",2009,"TOTAL",260,"55-59",16
"1915",2009,"TOTAL",260,"60-64",8
"1916",2009,"TOTAL",260,"65-69",10
"1917",2009,"TOTAL",260,"70-74",3
"1918",2009,"TOTAL",260,"75-79",4
"1919",2009,"TOTAL",260,"80-84",3
"1920",2009,"TOTAL",260,"85+",0
"1921",2010,"Male",240,"Under 15",NA
"1922",2010,"Male",240,"15-19",15
"1923",2010,"Male",240,"20-24",38
"1924",2010,"Male",240,"25-29",23
"1925",2010,"Male",240,"30-34",22
"1926",2010,"Male",240,"35-39",21
"1927",2010,"Male",240,"40-44",31
"1928",2010,"Male",240,"45-49",31
"1929",2010,"Male",240,"50-54",18
"1930",2010,"Male",240,"55-59",10
"1931",2010,"Male",240,"60-64",9
"1932",2010,"Male",240,"65-69",6
"1933",2010,"Male",240,"70-74",6
"1934",2010,"Male",240,"75-79",5
"1935",2010,"Male",240,"80-84",1
"1936",2010,"Male",240,"85+",4
"1937",2010,"Female",73,"Under 15",1
"1938",2010,"Female",73,"15-19",5
"1939",2010,"Female",73,"20-24",12
"1940",2010,"Female",73,"25-29",6
"1941",2010,"Female",73,"30-34",6
"1942",2010,"Female",73,"35-39",5
"1943",2010,"Female",73,"40-44",8
"1944",2010,"Female",73,"45-49",10
"1945",2010,"Female",73,"50-54",8
"1946",2010,"Female",73,"55-59",3
"1947",2010,"Female",73,"60-64",5
"1948",2010,"Female",73,"65-69",1
"1949",2010,"Female",73,"70-74",1
"1950",2010,"Female",73,"75-79",1
"1951",2010,"Female",73,"80-84",1
"1952",2010,"Female",73,"85+",NA
"1953",2010,"TOTAL",313,"Under 15",1
"1954",2010,"TOTAL",313,"15-19",20
"1955",2010,"TOTAL",313,"20-24",50
"1956",2010,"TOTAL",313,"25-29",29
"1957",2010,"TOTAL",313,"30-34",28
"1958",2010,"TOTAL",313,"35-39",26
"1959",2010,"TOTAL",313,"40-44",39
"1960",2010,"TOTAL",313,"45-49",41
"1961",2010,"TOTAL",313,"50-54",26
"1962",2010,"TOTAL",313,"55-59",13
"1963",2010,"TOTAL",313,"60-64",14
"1964",2010,"TOTAL",313,"65-69",7
"1965",2010,"TOTAL",313,"70-74",7
"1966",2010,"TOTAL",313,"75-79",6
"1967",2010,"TOTAL",313,"80-84",2
"1968",2010,"TOTAL",313,"85+",4
"1969",2011,"Male",216,"Under 15",3
"1970",2011,"Male",216,"15-19",17
"1971",2011,"Male",216,"20-24",24
"1972",2011,"Male",216,"25-29",31
"1973",2011,"Male",216,"30-34",32
"1974",2011,"Male",216,"35-39",17
"1975",2011,"Male",216,"40-44",18
"1976",2011,"Male",216,"45-49",13
"1977",2011,"Male",216,"50-54",16
"1978",2011,"Male",216,"55-59",16
"1979",2011,"Male",216,"60-64",10
"1980",2011,"Male",216,"65-69",8
"1981",2011,"Male",216,"70-74",4
"1982",2011,"Male",216,"75-79",1
"1983",2011,"Male",216,"80-84",3
"1984",2011,"Male",216,"85+",3
"1985",2011,"Female",73,"Under 15",NA
"1986",2011,"Female",73,"15-19",5
"1987",2011,"Female",73,"20-24",7
"1988",2011,"Female",73,"25-29",6
"1989",2011,"Female",73,"30-34",7
"1990",2011,"Female",73,"35-39",8
"1991",2011,"Female",73,"40-44",10
"1992",2011,"Female",73,"45-49",8
"1993",2011,"Female",73,"50-54",4
"1994",2011,"Female",73,"55-59",6
"1995",2011,"Female",73,"60-64",5
"1996",2011,"Female",73,"65-69",4
"1997",2011,"Female",73,"70-74",NA
"1998",2011,"Female",73,"75-79",2
"1999",2011,"Female",73,"80-84",1
"2000",2011,"Female",73,"85+",NA
"2001",2011,"TOTAL",289,"Under 15",3
"2002",2011,"TOTAL",289,"15-19",22
"2003",2011,"TOTAL",289,"20-24",31
"2004",2011,"TOTAL",289,"25-29",37
"2005",2011,"TOTAL",289,"30-34",39
"2006",2011,"TOTAL",289,"35-39",25
"2007",2011,"TOTAL",289,"40-44",28
"2008",2011,"TOTAL",289,"45-49",21
"2009",2011,"TOTAL",289,"50-54",20
"2010",2011,"TOTAL",289,"55-59",22
"2011",2011,"TOTAL",289,"60-64",15
"2012",2011,"TOTAL",289,"65-69",12
"2013",2011,"TOTAL",289,"70-74",4
"2014",2011,"TOTAL",289,"75-79",3
"2015",2011,"TOTAL",289,"80-84",4
"2016",2011,"TOTAL",289,"85+",3
"2017",2012,"Male",215,"Under 15",3
"2018",2012,"Male",215,"15-19",11
"2019",2012,"Male",215,"20-24",25
"2020",2012,"Male",215,"25-29",33
"2021",2012,"Male",215,"30-34",21
"2022",2012,"Male",215,"35-39",21
"2023",2012,"Male",215,"40-44",22
"2024",2012,"Male",215,"45-49",15
"2025",2012,"Male",215,"50-54",26
"2026",2012,"Male",215,"55-59",14
"2027",2012,"Male",215,"60-64",6
"2028",2012,"Male",215,"65-69",9
"2029",2012,"Male",215,"70-74",4
"2030",2012,"Male",215,"75-79",2
"2031",2012,"Male",215,"80-84",2
"2032",2012,"Male",215,"85+",1
"2033",2012,"Female",63,"Under 15",2
"2034",2012,"Female",63,"15-19",3
"2035",2012,"Female",63,"20-24",1
"2036",2012,"Female",63,"25-29",8
"2037",2012,"Female",63,"30-34",5
"2038",2012,"Female",63,"35-39",6
"2039",2012,"Female",63,"40-44",5
"2040",2012,"Female",63,"45-49",6
"2041",2012,"Female",63,"50-54",11
"2042",2012,"Female",63,"55-59",5
"2043",2012,"Female",63,"60-64",6
"2044",2012,"Female",63,"65-69",4
"2045",2012,"Female",63,"70-74",NA
"2046",2012,"Female",63,"75-79",1
"2047",2012,"Female",63,"80-84",NA
"2048",2012,"Female",63,"85+",NA
"2049",2012,"TOTAL",278,"Under 15",5
"2050",2012,"TOTAL",278,"15-19",14
"2051",2012,"TOTAL",278,"20-24",26
"2052",2012,"TOTAL",278,"25-29",41
"2053",2012,"TOTAL",278,"30-34",26
"2054",2012,"TOTAL",278,"35-39",27
"2055",2012,"TOTAL",278,"40-44",27
"2056",2012,"TOTAL",278,"45-49",21
"2057",2012,"TOTAL",278,"50-54",37
"2058",2012,"TOTAL",278,"55-59",19
"2059",2012,"TOTAL",278,"60-64",12
"2060",2012,"TOTAL",278,"65-69",13
"2061",2012,"TOTAL",278,"70-74",4
"2062",2012,"TOTAL",278,"75-79",3
"2063",2012,"TOTAL",278,"80-84",2
"2064",2012,"TOTAL",278,"85+",1
"2065",2013,"Male",229,"Under 15",1
"2066",2013,"Male",229,"15-19",11
"2067",2013,"Male",229,"20-24",19
"2068",2013,"Male",229,"25-29",20
"2069",2013,"Male",229,"30-34",24
"2070",2013,"Male",229,"35-39",26
"2071",2013,"Male",229,"40-44",25
"2072",2013,"Male",229,"45-49",29
"2073",2013,"Male",229,"50-54",23
"2074",2013,"Male",229,"55-59",16
"2075",2013,"Male",229,"60-64",16
"2076",2013,"Male",229,"65-69",7
"2077",2013,"Male",229,"70-74",6
"2078",2013,"Male",229,"75-79",3
"2079",2013,"Male",229,"80-84",1
"2080",2013,"Male",229,"85+",2
"2081",2013,"Female",74,"Under 15",1
"2082",2013,"Female",74,"15-19",2
"2083",2013,"Female",74,"20-24",6
"2084",2013,"Female",74,"25-29",3
"2085",2013,"Female",74,"30-34",5
"2086",2013,"Female",74,"35-39",11
"2087",2013,"Female",74,"40-44",14
"2088",2013,"Female",74,"45-49",12
"2089",2013,"Female",74,"50-54",8
"2090",2013,"Female",74,"55-59",5
"2091",2013,"Female",74,"60-64",4
"2092",2013,"Female",74,"65-69",NA
"2093",2013,"Female",74,"70-74",1
"2094",2013,"Female",74,"75-79",1
"2095",2013,"Female",74,"80-84",1
"2096",2013,"Female",74,"85+",NA
"2097",2013,"TOTAL",303,"Under 15",2
"2098",2013,"TOTAL",303,"15-19",13
"2099",2013,"TOTAL",303,"20-24",25
"2100",2013,"TOTAL",303,"25-29",23
"2101",2013,"TOTAL",303,"30-34",29
"2102",2013,"TOTAL",303,"35-39",37
"2103",2013,"TOTAL",303,"40-44",39
"2104",2013,"TOTAL",303,"45-49",41
"2105",2013,"TOTAL",303,"50-54",31
"2106",2013,"TOTAL",303,"55-59",21
"2107",2013,"TOTAL",303,"60-64",20
"2108",2013,"TOTAL",303,"65-69",7
"2109",2013,"TOTAL",303,"70-74",7
"2110",2013,"TOTAL",303,"75-79",4
"2111",2013,"TOTAL",303,"80-84",2
"2112",2013,"TOTAL",303,"85+",2
"2113",2014,"Male",207,"Under 15",3
"2114",2014,"Male",207,"15-19",12
"2115",2014,"Male",207,"20-24",21
"2116",2014,"Male",207,"25-29",25
"2117",2014,"Male",207,"30-34",31
"2118",2014,"Male",207,"35-39",23
"2119",2014,"Male",207,"40-44",16
"2120",2014,"Male",207,"45-49",23
"2121",2014,"Male",207,"50-54",18
"2122",2014,"Male",207,"55-59",5
"2123",2014,"Male",207,"60-64",12
"2124",2014,"Male",207,"65-69",7
"2125",2014,"Male",207,"70-74",5
"2126",2014,"Male",207,"75-79",4
"2127",2014,"Male",207,"80-84",1
"2128",2014,"Male",207,"85+",1
"2129",2014,"Female",61,"Under 15",NA
"2130",2014,"Female",61,"15-19",3
"2131",2014,"Female",61,"20-24",6
"2132",2014,"Female",61,"25-29",5
"2133",2014,"Female",61,"30-34",4
"2134",2014,"Female",61,"35-39",7
"2135",2014,"Female",61,"40-44",7
"2136",2014,"Female",61,"45-49",8
"2137",2014,"Female",61,"50-54",8
"2138",2014,"Female",61,"55-59",5
"2139",2014,"Female",61,"60-64",5
"2140",2014,"Female",61,"65-69",1
"2141",2014,"Female",61,"70-74",NA
"2142",2014,"Female",61,"75-79",2
"2143",2014,"Female",61,"80-84",NA
"2144",2014,"Female",61,"85+",NA
"2145",2014,"TOTAL",268,"Under 15",3
"2146",2014,"TOTAL",268,"15-19",15
"2147",2014,"TOTAL",268,"20-24",27
"2148",2014,"TOTAL",268,"25-29",30
"2149",2014,"TOTAL",268,"30-34",35
"2150",2014,"TOTAL",268,"35-39",30
"2151",2014,"TOTAL",268,"40-44",23
"2152",2014,"TOTAL",268,"45-49",31
"2153",2014,"TOTAL",268,"50-54",26
"2154",2014,"TOTAL",268,"55-59",10
"2155",2014,"TOTAL",268,"60-64",17
"2156",2014,"TOTAL",268,"65-69",8
"2157",2014,"TOTAL",268,"70-74",5
"2158",2014,"TOTAL",268,"75-79",6
"2159",2014,"TOTAL",268,"80-84",1
"2160",2014,"TOTAL",268,"85+",1
"2161",2015,"Male",245,"Under 15",NA
"2162",2015,"Male",245,"15-19",12
"2163",2015,"Male",245,"20-24",26
"2164",2015,"Male",245,"25-29",38
"2165",2015,"Male",245,"30-34",29
"2166",2015,"Male",245,"35-39",19
"2167",2015,"Male",245,"40-44",24
"2168",2015,"Male",245,"45-49",27
"2169",2015,"Male",245,"50-54",22
"2170",2015,"Male",245,"55-59",23
"2171",2015,"Male",245,"60-64",7
"2172",2015,"Male",245,"65-69",9
"2173",2015,"Male",245,"70-74",4
"2174",2015,"Male",245,"75-79",3
"2175",2015,"Male",245,"80-84",1
"2176",2015,"Male",245,"85+",1
"2177",2015,"Female",73,"Under 15",NA
"2178",2015,"Female",73,"15-19",5
"2179",2015,"Female",73,"20-24",7
"2180",2015,"Female",73,"25-29",6
"2181",2015,"Female",73,"30-34",9
"2182",2015,"Female",73,"35-39",7
"2183",2015,"Female",73,"40-44",5
"2184",2015,"Female",73,"45-49",11
"2185",2015,"Female",73,"50-54",8
"2186",2015,"Female",73,"55-59",3
"2187",2015,"Female",73,"60-64",4
"2188",2015,"Female",73,"65-69",7
"2189",2015,"Female",73,"70-74",1
"2190",2015,"Female",73,"75-79",NA
"2191",2015,"Female",73,"80-84",NA
"2192",2015,"Female",73,"85+",NA
"2193",2015,"TOTAL",318,"Under 15",NA
"2194",2015,"TOTAL",318,"15-19",17
"2195",2015,"TOTAL",318,"20-24",33
"2196",2015,"TOTAL",318,"25-29",44
"2197",2015,"TOTAL",318,"30-34",38
"2198",2015,"TOTAL",318,"35-39",26
"2199",2015,"TOTAL",318,"40-44",29
"2200",2015,"TOTAL",318,"45-49",38
"2201",2015,"TOTAL",318,"50-54",30
"2202",2015,"TOTAL",318,"55-59",26
"2203",2015,"TOTAL",318,"60-64",11
"2204",2015,"TOTAL",318,"65-69",16
"2205",2015,"TOTAL",318,"70-74",5
"2206",2015,"TOTAL",318,"75-79",3
"2207",2015,"TOTAL",318,"80-84",1
"2208",2015,"TOTAL",318,"85+",1
"2209",2016,"Male",222,"Under 15",1
"2210",2016,"Male",222,"15-19",11
"2211",2016,"Male",222,"20-24",25
"2212",2016,"Male",222,"25-29",23
"2213",2016,"Male",222,"30-34",36
"2214",2016,"Male",222,"35-39",18
"2215",2016,"Male",222,"40-44",21
"2216",2016,"Male",222,"45-49",20
"2217",2016,"Male",222,"50-54",25
"2218",2016,"Male",222,"55-59",16
"2219",2016,"Male",222,"60-64",9
"2220",2016,"Male",222,"65-69",7
"2221",2016,"Male",222,"70-74",4
"2222",2016,"Male",222,"75-79",5
"2223",2016,"Male",222,"80-84",1
"2224",2016,"Male",222,"85+",NA
"2225",2016,"Female",76,"Under 15",NA
"2226",2016,"Female",76,"15-19",2
"2227",2016,"Female",76,"20-24",12
"2228",2016,"Female",76,"25-29",9
"2229",2016,"Female",76,"30-34",4
"2230",2016,"Female",76,"35-39",4
"2231",2016,"Female",76,"40-44",6
"2232",2016,"Female",76,"45-49",8
"2233",2016,"Female",76,"50-54",11
"2234",2016,"Female",76,"55-59",7
"2235",2016,"Female",76,"60-64",5
"2236",2016,"Female",76,"65-69",3
"2237",2016,"Female",76,"70-74",3
"2238",2016,"Female",76,"75-79",2
"2239",2016,"Female",76,"80-84",NA
"2240",2016,"Female",76,"85+",NA
"2241",2016,"TOTAL",297,"Under 15",1
"2242",2016,"TOTAL",297,"15-19",13
"2243",2016,"TOTAL",297,"20-24",37
"2244",2016,"TOTAL",297,"25-29",32
"2245",2016,"TOTAL",297,"30-34",40
"2246",2016,"TOTAL",297,"35-39",22
"2247",2016,"TOTAL",297,"40-44",27
"2248",2016,"TOTAL",297,"45-49",28
"2249",2016,"TOTAL",297,"50-54",36
"2250",2016,"TOTAL",297,"55-59",23
"2251",2016,"TOTAL",297,"60-64",14
"2252",2016,"TOTAL",297,"65-69",10
"2253",2016,"TOTAL",297,"70-74",7
"2254",2016,"TOTAL",297,"75-79",7
"2255",2016,"TOTAL",297,"80-84",1
"2256",2016,"TOTAL",297,"85+",NA
"2257",2017,"Male",234,"Under 15",2
"2258",2017,"Male",234,"15-19",7
"2259",2017,"Male",234,"20-24",23
"2260",2017,"Male",234,"25-29",30
"2261",2017,"Male",234,"30-34",25
"2262",2017,"Male",234,"35-39",33
"2263",2017,"Male",234,"40-44",29
"2264",2017,"Male",234,"45-49",25
"2265",2017,"Male",234,"50-54",24
"2266",2017,"Male",234,"55-59",15
"2267",2017,"Male",234,"60-64",10
"2268",2017,"Male",234,"65-69",3
"2269",2017,"Male",234,"70-74",4
"2270",2017,"Male",234,"75-79",2
"2271",2017,"Male",234,"80-84",NA
"2272",2017,"Male",234,"85+",2
"2273",2017,"Female",71,"Under 15",NA
"2274",2017,"Female",71,"15-19",3
